order_id,order_date,customer_id,city,province,product_id,brand,quantity,item_price
1689100,9/5/2019,16928,Depok,Jawa Barat,P2827,BRAND_P,3,450000
1669432,7/7/2019,12841,Jakarta Selatan,DKI Jakarta,P3272,BRAND_S,4,520000
1734811,12/18/2019,14096,Surakarta,Jawa Tengah,P2636,BRAND_P,1,1164000
1734067,12/17/2019,17371,Surakarta,Jawa Tengah,P4077,BRAND_W,1,3494000
1680361,8/9/2019,14907,Jakarta Selatan,DKI Jakarta,P0305,BRAND_B,6,904000
1734754,12/18/2019,15993,Malang,Jawa Timur,P3266,BRAND_S,1,1745000
1704430,10/20/2019,13266,Bekasi,Jawa Barat,P3341,BRAND_S,24,205000
1703560,10/17/2019,15484,Jakarta Selatan,DKI Jakarta,P3246,BRAND_S,2,1500000
1684399,8/21/2019,17243,Jakarta Pusat,DKI Jakarta,P0646,BRAND_C,1,904000
1723609,11/29/2019,15707,Surakarta,Jawa Tengah,P3211,BRAND_S,2,1045000
1701538,10/13/2019,15547,Depok,Jawa Barat,P0709,BRAND_C,2,520000
1709185,10/31/2019,15416,Yogyakarta,Yogyakarta,P2900,BRAND_R,6,1045000
1713859,11/10/2019,14547,Yogyakarta,Yogyakarta,P1789,BRAND_H,6,310000
1720798,11/25/2019,17924,Jakarta Timur,DKI Jakarta,P3071,BRAND_R,36,904000
1725229,12/3/2019,16639,Jakarta Barat,DKI Jakarta,P1793,BRAND_H,12,590000
1685095,8/23/2019,15974,Jakarta Barat,DKI Jakarta,P2433,BRAND_P,12,229000
1722985,11/29/2019,13081,Bekasi,Jawa Barat,P3261,BRAND_S,12,520000
1735861,12/19/2019,17247,Jakarta Barat,DKI Jakarta,P1891,BRAND_J,1,740000
1720141,11/24/2019,14572,Bandung,Jawa Barat,P3249,BRAND_S,1,747000
1674574,7/22/2019,16869,Jakarta Pusat,DKI Jakarta,P0528,BRAND_B,1,747000
1715473,11/13/2019,12472,Denpasar,Bali,P0544,BRAND_B,12,520000
1684543,8/21/2019,14331,Semarang,Jawa Tengah,P3191,BRAND_S,24,159000
1739782,12/26/2019,12572,Denpasar,Bali,P2974,BRAND_R,12,590000
1702837,10/16/2019,17164,Jakarta Selatan,DKI Jakarta,P0156,BRAND_A,6,2095000
1670749,7/10/2019,16898,Jakarta Pusat,DKI Jakarta,P4009,BRAND_W,2,1045000
1670353,7/9/2019,14461,Jakarta Pusat,DKI Jakarta,P0124,BRAND_A,2,240000
1704982,10/21/2019,15492,Surakarta,Jawa Tengah,P0612,BRAND_B,12,590000
1724200,12/1/2019,17082,Jakarta Utara,DKI Jakarta,P1902,BRAND_J,20,740000
1736557,12/22/2019,17841,Jakarta Utara,DKI Jakarta,P2587,BRAND_P,1,1045000
1693066,9/18/2019,13507,Bandung,Jawa Barat,P4072,BRAND_W,6,1045000
1713118,11/7/2019,16121,Jakarta Barat,DKI Jakarta,P0906,BRAND_C,1,450000
1737394,12/23/2019,12839,Jakarta Selatan,DKI Jakarta,P2790,BRAND_P,48,310000
1731031,12/12/2019,15506,Jakarta Pusat,DKI Jakarta,P2086,BRAND_L,5,590000
1670329,7/9/2019,14730,Jakarta Pusat,DKI Jakarta,P0676,BRAND_C,1,1024000
1725955,12/4/2019,14921,Jakarta Selatan,DKI Jakarta,P3270,BRAND_S,12,450000
1705552,10/22/2019,14456,Jakarta Timur,DKI Jakarta,P0454,BRAND_B,4,450000
1716136,11/14/2019,14527,Depok,Jawa Barat,P0588,BRAND_B,1,5945000
1678393,8/2/2019,15157,Jakarta Barat,DKI Jakarta,P2981,BRAND_R,6,1395000
1721467,11/26/2019,15527,Bandung,Jawa Barat,P3574,BRAND_S,12,450000
1699873,10/9/2019,17315,Jakarta Selatan,DKI Jakarta,P1705,BRAND_H,12,310000
1692496,9/17/2019,13593,Jakarta Selatan,DKI Jakarta,P3970,BRAND_W,2,3494000
1677205,7/31/2019,17841,Jakarta Utara,DKI Jakarta,P2958,BRAND_R,2,450000
1728964,12/9/2019,14953,Tangerang,Banten,P3216,BRAND_S,4,1325000
1734460,12/18/2019,12748,Jakarta Utara,DKI Jakarta,P3357,BRAND_S,2,450000
1694176,9/22/2019,18041,Bekasi,Jawa Barat,P0581,BRAND_B,1,4195000
1719985,11/24/2019,16601,Malang,Jawa Timur,P2989,BRAND_R,2,450000
1711552,11/5/2019,13971,Malang,Jawa Timur,P0241,BRAND_A,12,747000
1706605,10/24/2019,12957,Malang,Jawa Timur,P0686,BRAND_C,6,1024000
1672813,7/16/2019,15039,Jakarta Pusat,DKI Jakarta,P3399,BRAND_S,4,149000
1735531,12/19/2019,14056,Bekasi,Jawa Barat,P2089,BRAND_L,3,590000
1707673,10/27/2019,15701,Malang,Jawa Timur,P0171,BRAND_A,1,1325000
1727563,12/6/2019,14125,Malang,Jawa Timur,P2578,BRAND_P,24,450000
1711792,11/5/2019,16837,Jakarta Pusat,DKI Jakarta,P2969,BRAND_R,4,1150000
1721695,11/26/2019,14562,Jakarta Pusat,DKI Jakarta,P1684,BRAND_H,4,747000
1671034,7/11/2019,16279,Jakarta Pusat,DKI Jakarta,P2926,BRAND_R,16,310000
1719088,11/21/2019,14971,Jakarta Pusat,DKI Jakarta,P2853,BRAND_R,2,740000
1674220,7/19/2019,13004,Bogor,Jawa Barat,P3507,BRAND_S,16,159000
1691191,9/12/2019,14221,Jakarta Pusat,DKI Jakarta,P4009,BRAND_W,6,1045000
1726822,12/5/2019,14096,Surakarta,Jawa Tengah,P3240,BRAND_S,12,583000
1721290,11/26/2019,17139,Jakarta Selatan,DKI Jakarta,P2494,BRAND_P,12,1045000
1673395,7/18/2019,16187,Jakarta Selatan,DKI Jakarta,P1900,BRAND_J,10,740000
1723423,11/29/2019,17979,Bekasi,Jawa Barat,P2092,BRAND_L,1,590000
1670344,7/9/2019,13384,Jakarta Barat,DKI Jakarta,P0380,BRAND_B,2,2375000
1675606,7/25/2019,16904,Bandung,Jawa Barat,P1899,BRAND_J,2,740000
1704736,10/21/2019,13867,Jakarta Barat,DKI Jakarta,P3629,BRAND_S,12,450000
1716844,11/17/2019,17211,Tangerang,Banten,P3462,BRAND_S,6,303000
1692421,9/17/2019,12621,Denpasar,Bali,P2589,BRAND_P,12,240000
1705729,10/23/2019,17017,Jakarta Selatan,DKI Jakarta,P3217,BRAND_S,24,1199000
1699180,10/7/2019,13269,Depok,Jawa Barat,P2422,BRAND_P,24,149000
1674946,7/23/2019,15065,Jakarta Pusat,DKI Jakarta,P3534,BRAND_S,6,1325000
1710148,11/1/2019,17228,Bogor,Jawa Barat,P3220,BRAND_S,6,695000
1741993,12/30/2019,15097,Bogor,Jawa Barat,P3308,BRAND_S,12,450000
1734916,12/18/2019,14088,Bekasi,Jawa Barat,P0970,BRAND_C,2,2480000
1736560,12/22/2019,17864,Jakarta Pusat,DKI Jakarta,P2080,BRAND_L,4,2095000
1688671,9/4/2019,14191,Bogor,Jawa Barat,P3266,BRAND_S,4,1745000
1673233,7/17/2019,15194,Jakarta Selatan,DKI Jakarta,P1794,BRAND_H,12,520000
1727083,12/5/2019,12748,Jakarta Utara,DKI Jakarta,P1982,BRAND_L,1,590000
1700590,10/10/2019,13018,Jakarta Pusat,DKI Jakarta,P1803,BRAND_H,4,1745000
1724611,12/2/2019,17811,Malang,Jawa Timur,P1906,BRAND_J,2,740000
1723678,11/29/2019,14056,Bekasi,Jawa Barat,P2097,BRAND_L,4,590000
1677769,8/1/2019,15249,Bekasi,Jawa Barat,P2521,BRAND_P,12,1745000
1692595,9/17/2019,14418,Jakarta Selatan,DKI Jakarta,P0326,BRAND_B,5,450000
1700152,10/9/2019,17841,Jakarta Utara,DKI Jakarta,P0874,BRAND_C,1,1024000
1677190,7/31/2019,17220,Jakarta Selatan,DKI Jakarta,P4118,BRAND_W,50,159000
1693969,9/20/2019,14141,Malang,Jawa Timur,P0890,BRAND_C,10,450000
1708408,10/29/2019,16360,Bandung,Jawa Barat,P2080,BRAND_L,2,2095000
1715740,11/13/2019,18210,Bogor,Jawa Barat,P3323,BRAND_S,12,740000
1732417,12/15/2019,14503,Jakarta Selatan,DKI Jakarta,P1898,BRAND_J,10,740000
1677043,7/30/2019,14262,Jakarta Utara,DKI Jakarta,P2960,BRAND_R,36,590000
1685638,8/25/2019,13722,Bandung,Jawa Barat,P0554,BRAND_B,8,310000
1709041,10/30/2019,16803,Jakarta Pusat,DKI Jakarta,P3224,BRAND_S,8,303000
1734301,12/18/2019,15814,Malang,Jawa Timur,P2975,BRAND_R,12,590000
1738645,12/25/2019,15073,Bekasi,Jawa Barat,P2883,BRAND_R,5,1045000
1683130,8/18/2019,15708,Jakarta Pusat,DKI Jakarta,P2000,BRAND_L,5,1045000
1737007,12/22/2019,14093,Jakarta Pusat,DKI Jakarta,P1730,BRAND_H,1,450000
1722160,11/27/2019,16379,Jakarta Pusat,DKI Jakarta,P0609,BRAND_B,12,590000
1705972,10/23/2019,16460,Jakarta Utara,DKI Jakarta,P2641,BRAND_P,2,695000
1674574,7/22/2019,16869,Jakarta Pusat,DKI Jakarta,P2086,BRAND_L,5,590000
1692991,9/18/2019,13411,Purwokerto,Jawa Tengah,P0931,BRAND_C,6,1395000
1678063,8/1/2019,16012,Jakarta Selatan,DKI Jakarta,P2739,BRAND_P,8,310000
1668736,7/4/2019,17841,Jakarta Utara,DKI Jakarta,P2446,BRAND_P,2,205000
1737499,12/23/2019,14290,Jakarta Utara,DKI Jakarta,P3310,BRAND_S,12,740000
1740151,12/26/2019,14960,Bogor,Jawa Barat,P3442,BRAND_S,4,590000
1712056,11/5/2019,13208,Jakarta Barat,DKI Jakarta,P1753,BRAND_H,10,450000
1738624,12/25/2019,14653,Surakarta,Jawa Tengah,P3330,BRAND_S,1,1395000
1704418,10/20/2019,13083,Jakarta Selatan,DKI Jakarta,P4074,BRAND_W,4,1500000
1730554,12/11/2019,15967,Jakarta Pusat,DKI Jakarta,P3372,BRAND_S,1,1500000
1715713,11/13/2019,12522,Denpasar,Bali,P2789,BRAND_P,100,26000
1720192,11/24/2019,15547,Depok,Jawa Barat,P3053,BRAND_R,2,450000
1729216,12/10/2019,13735,Jakarta Pusat,DKI Jakarta,P0491,BRAND_B,3,450000
1679419,8/6/2019,13311,Jakarta Pusat,DKI Jakarta,P0672,BRAND_C,12,159000
1713637,11/8/2019,12856,Surakarta,Jawa Tengah,P1789,BRAND_H,6,310000
1734442,12/18/2019,12748,Jakarta Utara,DKI Jakarta,P4116,BRAND_W,25,159000
1718734,11/20/2019,16345,Bogor,Jawa Barat,P0870,BRAND_C,6,450000
1739821,12/26/2019,16938,Bogor,Jawa Barat,P3013,BRAND_R,3,1745000
1669381,7/7/2019,14276,Surabaya,Jawa Timur,P2445,BRAND_P,24,205000
1697551,10/2/2019,14530,Bandung,Jawa Barat,P3517,BRAND_S,2,2025000
1669612,7/8/2019,17725,Jakarta Selatan,DKI Jakarta,P3638,BRAND_S,24,113000
1719454,11/21/2019,17602,Tangerang,Banten,P3183,BRAND_S,4,240000
1701313,10/11/2019,15975,Jakarta Barat,DKI Jakarta,P0122,BRAND_A,12,695000
1720198,11/24/2019,13949,Jakarta Selatan,DKI Jakarta,P2093,BRAND_L,10,590000
1678630,8/4/2019,17126,Jakarta Pusat,DKI Jakarta,P2853,BRAND_R,1,740000
1742722,12/31/2019,13507,Bandung,Jawa Barat,P0912,BRAND_C,12,695000
1736062,12/20/2019,14703,Surabaya,Jawa Timur,P2625,BRAND_P,12,450000
1732456,12/15/2019,16360,Bandung,Jawa Barat,P3269,BRAND_S,2,450000
1672231,7/15/2019,14701,Malang,Jawa Timur,P1902,BRAND_J,1,740000
1711213,11/4/2019,16395,Semarang,Jawa Tengah,P1876,BRAND_J,24,149000
1718575,11/20/2019,13571,Jakarta Utara,DKI Jakarta,P3328,BRAND_S,8,303000
1688848,9/5/2019,14346,Depok,Jawa Barat,P2947,BRAND_R,3,2095000
1707697,10/27/2019,16667,Jakarta Selatan,DKI Jakarta,P2891,BRAND_R,12,450000
1675249,7/24/2019,16059,Jakarta Utara,DKI Jakarta,P0122,BRAND_A,3,590000
1724101,12/1/2019,16033,Yogyakarta,Yogyakarta,P4054,BRAND_W,1,2760000
1719934,11/22/2019,14071,Bandung,Jawa Barat,P2756,BRAND_P,5,159000
1724053,12/1/2019,17581,Purwokerto,Jawa Tengah,P1903,BRAND_J,30,639000
1707691,10/27/2019,16533,Jakarta Selatan,DKI Jakarta,P2975,BRAND_R,6,590000
1685719,8/26/2019,12921,Bogor,Jawa Barat,P3362,BRAND_S,12,310000
1688941,9/5/2019,17686,Bandung,Jawa Barat,P3128,BRAND_S,12,450000
1699003,10/7/2019,13798,Bandung,Jawa Barat,P3662,BRAND_S,72,383000
1719745,11/22/2019,14498,Yogyakarta,Yogyakarta,P0578,BRAND_B,10,884000
1742500,12/31/2019,16764,Jakarta Selatan,DKI Jakarta,P3049,BRAND_R,2,240000
1742074,12/30/2019,13790,Yogyakarta,Yogyakarta,P0709,BRAND_C,36,149000
1682719,8/15/2019,15827,Bogor,Jawa Barat,P2968,BRAND_R,1,4475000
1737373,12/23/2019,15721,Yogyakarta,Yogyakarta,P0274,BRAND_A,1,240000
1714324,11/11/2019,14096,Surakarta,Jawa Tengah,P0875,BRAND_C,2,1164000
1723423,11/29/2019,17979,Bekasi,Jawa Barat,P4071,BRAND_W,2,1045000
1696204,9/27/2019,16686,Bogor,Jawa Barat,P0122,BRAND_A,1,695000
1691194,9/12/2019,17576,Tangerang,Banten,P3304,BRAND_S,2,450000
1693627,9/19/2019,16458,Jakarta Timur,DKI Jakarta,P2094,BRAND_L,10,590000
1736794,12/22/2019,16942,Jakarta Utara,DKI Jakarta,P1803,BRAND_H,1,1745000
1717951,11/19/2019,15506,Jakarta Pusat,DKI Jakarta,P2099,BRAND_L,2,590000
1720996,11/25/2019,13982,Tangerang,Banten,P0578,BRAND_B,2,884000
1686613,8/28/2019,16324,Jakarta Selatan,DKI Jakarta,P0039,BRAND_A,14,113000
1729669,12/10/2019,14640,Bandung,Jawa Barat,P0310,BRAND_B,3,1745000
1689640,9/8/2019,16115,Jakarta Barat,DKI Jakarta,P0166,BRAND_A,1,1325000
1669297,7/5/2019,16184,Yogyakarta,Yogyakarta,P2870,BRAND_R,5,2900000
1701910,10/14/2019,17613,Jakarta Pusat,DKI Jakarta,P2900,BRAND_R,12,1045000
1696192,9/27/2019,14171,Bogor,Jawa Barat,P3517,BRAND_S,2,2025000
1707703,10/27/2019,17841,Jakarta Utara,DKI Jakarta,P3082,BRAND_R,1,1045000
1728823,12/9/2019,17793,Bogor,Jawa Barat,P2625,BRAND_P,1,450000
1711213,11/4/2019,16395,Semarang,Jawa Tengah,P3019,BRAND_R,1,345000
1713688,11/8/2019,15453,Jakarta Selatan,DKI Jakarta,P3270,BRAND_S,1,450000
1739839,12/26/2019,15993,Malang,Jawa Timur,P2790,BRAND_P,15,310000
1737904,12/24/2019,18118,Jakarta Selatan,DKI Jakarta,P3267,BRAND_S,1,450000
1719415,11/21/2019,15023,Jakarta Utara,DKI Jakarta,P2086,BRAND_L,4,590000
1708573,10/29/2019,14506,Jakarta Utara,DKI Jakarta,P1910,BRAND_J,1,740000
1715539,11/13/2019,17841,Jakarta Utara,DKI Jakarta,P3267,BRAND_S,3,450000
1731028,12/12/2019,12749,Malang,Jawa Timur,P2047,BRAND_L,4,1325000
1670200,7/9/2019,16919,Malang,Jawa Timur,P3633,BRAND_S,2,1745000
1693006,9/18/2019,15800,Jakarta Barat,DKI Jakarta,P3503,BRAND_S,4,159000
1697569,10/2/2019,17345,Depok,Jawa Barat,P4017,BRAND_W,4,1325000
1676194,7/26/2019,13285,Malang,Jawa Timur,P2924,BRAND_R,10,310000
1736569,12/22/2019,17769,Malang,Jawa Timur,P3931,BRAND_W,4,2095000
1676194,7/26/2019,13285,Malang,Jawa Timur,P2094,BRAND_L,10,590000
1685095,8/23/2019,15974,Jakarta Barat,DKI Jakarta,P0221,BRAND_A,4,1325000
1696252,9/29/2019,15738,Jakarta Selatan,DKI Jakarta,P2934,BRAND_R,8,604000
1716874,11/17/2019,16931,Jakarta Pusat,DKI Jakarta,P2489,BRAND_P,1,1045000
1740949,12/27/2019,18109,Tangerang,Banten,P0413,BRAND_B,1,1395000
1669453,7/7/2019,16938,Bogor,Jawa Barat,P3013,BRAND_R,1,1745000
1681252,8/12/2019,16011,Yogyakarta,Yogyakarta,P0232,BRAND_A,24,450000
1698658,10/4/2019,17426,Jakarta Timur,DKI Jakarta,P2080,BRAND_L,3,2095000
1733347,12/16/2019,16549,Jakarta Pusat,DKI Jakarta,P3428,BRAND_S,1,450000
1699225,10/7/2019,16984,Jakarta Pusat,DKI Jakarta,P0835,BRAND_C,2,310000
1722796,11/28/2019,15605,Jakarta Barat,DKI Jakarta,P3006,BRAND_R,3,1745000
1728748,12/9/2019,17811,Malang,Jawa Timur,P2102,BRAND_L,1,590000
1696993,9/30/2019,13211,Bogor,Jawa Barat,P4116,BRAND_W,25,159000
1720036,11/24/2019,17609,Jakarta Pusat,DKI Jakarta,P1876,BRAND_J,3,149000
1722721,11/28/2019,15998,Bandung,Jawa Barat,P2441,BRAND_P,4,205000
1692184,9/16/2019,14505,Jakarta Timur,DKI Jakarta,P2097,BRAND_L,4,590000
1727200,12/6/2019,13810,Denpasar,Bali,P0673,BRAND_C,12,159000
1673869,7/18/2019,18283,Jakarta Selatan,DKI Jakarta,P3341,BRAND_S,1,205000
1736782,12/22/2019,15747,Jakarta Timur,DKI Jakarta,P1760,BRAND_H,6,590000
1690288,9/10/2019,13999,Bekasi,Jawa Barat,P2101,BRAND_L,10,590000
1737526,12/23/2019,14562,Jakarta Pusat,DKI Jakarta,P0753,BRAND_C,2,1500000
1674946,7/23/2019,15065,Jakarta Pusat,DKI Jakarta,P3261,BRAND_S,12,450000
1727104,12/5/2019,13396,Jakarta Pusat,DKI Jakarta,P2953,BRAND_R,12,520000
1724896,12/3/2019,17964,Tangerang,Banten,P3045,BRAND_R,1,450000
1716919,11/17/2019,17841,Jakarta Utara,DKI Jakarta,P1791,BRAND_H,1,2200000
1727272,12/6/2019,17295,Depok,Jawa Barat,P0737,BRAND_C,2,310000
1740334,12/26/2019,12950,Purwokerto,Jawa Tengah,P1902,BRAND_J,100,639000
1706857,10/24/2019,14305,Surakarta,Jawa Tengah,P2398,BRAND_P,24,695000
1722820,11/28/2019,16322,Jakarta Pusat,DKI Jakarta,P3614,BRAND_S,3,450000
1716634,11/15/2019,13429,Jakarta Pusat,DKI Jakarta,P2459,BRAND_P,24,149000
1708609,10/29/2019,13269,Depok,Jawa Barat,P0784,BRAND_C,4,2025000
1680142,8/8/2019,17259,Jakarta Selatan,DKI Jakarta,P3295,BRAND_S,1,1465000
1717396,11/18/2019,14474,Purwokerto,Jawa Tengah,P0116,BRAND_A,6,747000
1685092,8/23/2019,18127,Malang,Jawa Timur,P2968,BRAND_R,1,4475000
1704736,10/21/2019,13867,Jakarta Barat,DKI Jakarta,P3048,BRAND_R,12,450000
1724479,12/2/2019,15870,Tangerang,Banten,P2445,BRAND_P,1,205000
1680739,8/11/2019,14292,Surakarta,Jawa Tengah,P1892,BRAND_J,20,740000
1708210,10/29/2019,13319,Yogyakarta,Yogyakarta,P2485,BRAND_P,6,1045000
1704208,10/18/2019,13336,Jakarta Selatan,DKI Jakarta,P3590,BRAND_S,4,1465000
1717987,11/19/2019,15443,Depok,Jawa Barat,P0099,BRAND_A,3,450000
1669096,7/5/2019,16370,Semarang,Jawa Tengah,P2089,BRAND_L,10,590000
1689088,9/5/2019,18093,Jakarta Selatan,DKI Jakarta,P0881,BRAND_C,36,747000
1677028,7/30/2019,15549,Surakarta,Jawa Tengah,P4082,BRAND_W,1,2095000
1731319,12/12/2019,14456,Jakarta Timur,DKI Jakarta,P3183,BRAND_S,3,240000
1726927,12/5/2019,14466,Surabaya,Jawa Timur,P0126,BRAND_A,24,205000
1668955,7/5/2019,16767,Yogyakarta,Yogyakarta,P3635,BRAND_S,6,904000
1706866,10/24/2019,13759,Jakarta Selatan,DKI Jakarta,P0128,BRAND_A,24,205000
1738561,12/24/2019,12748,Jakarta Utara,DKI Jakarta,P2600,BRAND_P,5,1045000
1667554,7/2/2019,13050,Jakarta Timur,DKI Jakarta,P3261,BRAND_S,2,450000
1716721,11/15/2019,13709,Yogyakarta,Yogyakarta,P0799,BRAND_C,12,520000
1742617,12/31/2019,18283,Jakarta Selatan,DKI Jakarta,P1908,BRAND_J,10,740000
1686640,8/28/2019,13975,Jakarta Selatan,DKI Jakarta,P1915,BRAND_J,2,740000
1678090,8/2/2019,16091,Jakarta Selatan,DKI Jakarta,P1897,BRAND_J,10,740000
1689523,9/6/2019,16746,Jakarta Utara,DKI Jakarta,P3222,BRAND_S,2,2200000
1670164,7/9/2019,15218,Yogyakarta,Yogyakarta,P2853,BRAND_R,1,740000
1716658,11/15/2019,17463,Semarang,Jawa Tengah,P4040,BRAND_W,2,747000
1725994,12/4/2019,13209,Bekasi,Jawa Barat,P2877,BRAND_R,5,747000
1682680,8/15/2019,13804,Surakarta,Jawa Tengah,P3596,BRAND_S,3,1745000
1709680,10/31/2019,12627,Denpasar,Bali,P2865,BRAND_R,6,1045000
1692952,9/18/2019,13890,Malang,Jawa Timur,P0340,BRAND_B,24,289000
1714324,11/11/2019,14096,Surakarta,Jawa Tengah,P0754,BRAND_C,1,1458000
1673395,7/18/2019,16187,Jakarta Selatan,DKI Jakarta,P3270,BRAND_S,12,450000
1679953,8/8/2019,16657,Jakarta Timur,DKI Jakarta,P3507,BRAND_S,2,159000
1722892,11/28/2019,16602,Bekasi,Jawa Barat,P0784,BRAND_C,4,2025000
1727956,12/8/2019,17841,Jakarta Utara,DKI Jakarta,P3428,BRAND_S,24,450000
1702963,10/16/2019,16627,Jakarta Selatan,DKI Jakarta,P3328,BRAND_S,8,303000
1731103,12/12/2019,12847,Bandung,Jawa Barat,P4080,BRAND_W,8,113000
1671949,7/14/2019,17299,Jakarta Barat,DKI Jakarta,P0681,BRAND_C,12,159000
1675711,7/25/2019,17673,Yogyakarta,Yogyakarta,P3115,BRAND_S,4,1150000
1694851,9/25/2019,17320,Jakarta Pusat,DKI Jakarta,P1867,BRAND_J,6,520000
1686382,8/28/2019,13717,Malang,Jawa Timur,P2894,BRAND_R,24,149000
1742869,12/31/2019,17841,Jakarta Utara,DKI Jakarta,P3495,BRAND_S,1,590000
1706737,10/24/2019,17528,Jakarta Selatan,DKI Jakarta,P3589,BRAND_S,2,1465000
1700221,10/9/2019,17033,Jakarta Pusat,DKI Jakarta,P2912,BRAND_R,48,149000
1723771,12/1/2019,18077,Jakarta Selatan,DKI Jakarta,P0882,BRAND_C,12,904000
1716577,11/15/2019,18118,Jakarta Selatan,DKI Jakarta,P3054,BRAND_R,3,450000
1715230,11/13/2019,15853,Jakarta Utara,DKI Jakarta,P2712,BRAND_P,25,159000
1696849,9/30/2019,15238,Semarang,Jawa Tengah,P3046,BRAND_R,12,450000
1675621,7/25/2019,17706,Jakarta Utara,DKI Jakarta,P0297,BRAND_B,24,590000
1718266,11/19/2019,13601,Jakarta Pusat,DKI Jakarta,P0307,BRAND_B,4,1150000
1667509,7/2/2019,13098,Jakarta Pusat,DKI Jakarta,P4138,BRAND_W,25,159000
1719457,11/21/2019,17530,Jakarta Selatan,DKI Jakarta,P2954,BRAND_R,20,299000
1727563,12/6/2019,14125,Malang,Jawa Timur,P4074,BRAND_W,4,1500000
1734922,12/18/2019,17290,Jakarta Barat,DKI Jakarta,P0578,BRAND_B,4,884000
1722934,11/28/2019,15640,Surakarta,Jawa Tengah,P4066,BRAND_W,1,5945000
1709482,10/31/2019,13591,Purwokerto,Jawa Tengah,P3250,BRAND_S,12,310000
1726822,12/5/2019,14096,Surakarta,Jawa Tengah,P3438,BRAND_S,1,4373000
1670203,7/9/2019,13476,Bogor,Jawa Barat,P0128,BRAND_A,24,205000
1724029,12/1/2019,16243,Jakarta Selatan,DKI Jakarta,P3268,BRAND_S,1,450000
1727554,12/6/2019,14662,Jakarta Timur,DKI Jakarta,P2853,BRAND_R,3,740000
1684507,8/21/2019,14305,Surakarta,Jawa Tengah,P0233,BRAND_A,12,450000
1667395,7/2/2019,16422,Yogyakarta,Yogyakarta,P2445,BRAND_P,120,159000
1692421,9/17/2019,12621,Denpasar,Bali,P3082,BRAND_R,12,1045000
1676626,7/29/2019,13301,Jakarta Barat,DKI Jakarta,P2667,BRAND_P,1,1920000
1699822,10/8/2019,13032,Jakarta Timur,DKI Jakarta,P0770,BRAND_C,1,740000
1698106,10/3/2019,12839,Jakarta Selatan,DKI Jakarta,P2877,BRAND_R,5,747000
1681078,8/12/2019,14159,Jakarta Utara,DKI Jakarta,P0132,BRAND_A,2,205000
1685137,8/23/2019,14499,Depok,Jawa Barat,P3289,BRAND_S,2,740000
1725181,12/3/2019,13089,Jakarta Timur,DKI Jakarta,P4067,BRAND_W,6,2795000
1704178,10/18/2019,13097,Tangerang,Banten,P3334,BRAND_S,3,1045000
1679815,8/8/2019,17315,Jakarta Selatan,DKI Jakarta,P2715,BRAND_P,3,1045000
1694569,9/25/2019,12477,Denpasar,Bali,P4060,BRAND_W,10,3144000
1702426,10/15/2019,16360,Bandung,Jawa Barat,P3356,BRAND_S,1,450000
1711270,11/4/2019,14451,Jakarta Selatan,DKI Jakarta,P2091,BRAND_L,5,590000
1705039,10/21/2019,14096,Surakarta,Jawa Tengah,P2063,BRAND_L,10,303000
1708906,10/30/2019,12748,Jakarta Utara,DKI Jakarta,P0119,BRAND_A,3,303000
1724122,12/1/2019,17107,Jakarta Selatan,DKI Jakarta,P0269,BRAND_A,144,86000
1728214,12/8/2019,18069,Malang,Jawa Timur,P1906,BRAND_J,1,740000
1680745,8/11/2019,16255,Bogor,Jawa Barat,P2763,BRAND_P,2,590000
1676194,7/26/2019,13285,Malang,Jawa Timur,P1905,BRAND_J,10,740000
1704310,10/18/2019,12518,Denpasar,Bali,P3583,BRAND_S,12,159000
1734916,12/18/2019,14088,Bekasi,Jawa Barat,P0230,BRAND_A,6,2900000
1724161,12/1/2019,14547,Yogyakarta,Yogyakarta,P0274,BRAND_A,2,240000
1713118,11/7/2019,16121,Jakarta Barat,DKI Jakarta,P4080,BRAND_W,2,113000
1694182,9/22/2019,16686,Bogor,Jawa Barat,P0902,BRAND_C,1,2900000
1710685,11/3/2019,15821,Jakarta Selatan,DKI Jakarta,P1885,BRAND_J,3,590000
1706605,10/24/2019,12957,Malang,Jawa Timur,P3428,BRAND_S,12,450000
1668217,7/3/2019,16126,Jakarta Barat,DKI Jakarta,P2895,BRAND_R,8,1325000
1727830,12/8/2019,17920,Jakarta Selatan,DKI Jakarta,P3013,BRAND_R,4,1745000
1696225,9/29/2019,16813,Jakarta Selatan,DKI Jakarta,P0721,BRAND_C,3,450000
1726768,12/5/2019,14262,Jakarta Utara,DKI Jakarta,P0798,BRAND_C,6,747000
1675621,7/25/2019,17706,Jakarta Utara,DKI Jakarta,P3665,BRAND_S,4,2375000
1698082,10/3/2019,15618,Tangerang,Banten,P3614,BRAND_S,12,450000
1736860,12/22/2019,13546,Bogor,Jawa Barat,P3630,BRAND_S,1,450000
1676257,7/28/2019,16931,Jakarta Pusat,DKI Jakarta,P4009,BRAND_W,9,1045000
1730587,12/11/2019,14825,Jakarta Pusat,DKI Jakarta,P0255,BRAND_A,24,604000
1723528,11/29/2019,16012,Jakarta Selatan,DKI Jakarta,P4100,BRAND_W,48,113000
1724104,12/1/2019,15426,Jakarta Timur,DKI Jakarta,P3441,BRAND_S,6,113000
1693717,9/20/2019,15078,Jakarta Barat,DKI Jakarta,P1913,BRAND_J,10,740000
1712566,11/6/2019,17314,Bekasi,Jawa Barat,P3662,BRAND_S,12,450000
